Time [ms];Mass flow rate [g/s]
0.0346;1.99976173514
0.0348;2.00062147592
0.035;2.00141828677
0.0352;2.0022152097
0.0354;2.00301224368
0.0356;2.0038093877
0.0358;2.00460664073
0.036;2.00540400174
0.0362;2.0062014697
0.0364;2.00699904357
0.0366;2.0077967223
0.0368;2.00859450486
0.037;2.00938757569
0.0372;2.01011883039
0.0374;2.01085018701
0.0376;2.01158164447
0.0378;2.01231320171
0.038;2.01304485766
0.0382;2.01377661122
0.0384;2.01450846132
0.0386;2.01524040687
0.0388;2.01597244679
0.039;2.01670457998
0.0392;2.01743680534
0.0394;2.01814756502
0.0396;2.01881942515
0.0398;2.0194913752
0.04;2.02016341406
0.0402;2.0208355406
0.0404;2.02150775371
0.0406;2.02218005227
0.0408;2.02285243513
0.041;2.02352490118
0.0412;2.02419744927
0.0414;2.02487007828
0.0416;2.02554278706
0.0418;2.02621557447
0.042;2.02683466417
0.0422;2.02745256958
0.0424;2.02807055106
0.0426;2.02868860746
0.0428;2.02930673761
0.043;2.02992494035
0.0432;2.03054321451
0.0434;2.03116155893
0.0436;2.03177997243
0.0438;2.03239845383
0.044;2.03301700196
0.0442;2.03363561564
0.0444;2.03425429369
0.0446;2.03482712134
0.0448;2.03539580885
0.045;2.03596455792
0.0452;2.03653336736
0.0454;2.03710223598
0.0456;2.03767116257
0.0458;2.03824014594
0.046;2.03880918488
0.0462;2.03937827818
0.0464;2.03994742463
0.0466;2.04051662303
0.0468;2.04108587215
0.047;2.0416551708
0.0472;2.04221747489
0.0474;2.0427411568
0.0476;2.04326488524
0.0478;2.04378865897
0.048;2.04431247678
0.0482;2.04483633742
0.0484;2.04536023967
0.0486;2.0458841823
0.0488;2.04640816407
0.049;2.04693218376
0.0492;2.04745624011
0.0494;2.0479803319
0.0496;2.04850445787
0.0498;2.04902861681
0.05;2.04955280744
0.0502;2.05004897654
0.0504;2.05053146637
0.0506;2.05101398475
0.0508;2.05149653043
0.051;2.05197910214
0.0512;2.05246169864
0.0514;2.05294431867
0.0516;2.05342696098
0.0518;2.05390962431
0.052;2.05439230739
0.0522;2.05487500898
0.0524;2.05535772781
0.0526;2.05584046261
0.0528;2.05632321214
0.053;2.05680597511
0.0532;2.05727155763
0.0534;2.05771613593
0.0536;2.05816072439
0.0538;2.05860532176
0.054;2.05904992674
0.0542;2.05949453809
0.0544;2.05993915452
0.0546;2.06038377475
0.0548;2.06082839753
0.055;2.06127302158
0.0552;2.06171764561
0.0554;2.06216226836
0.0556;2.06260688856
0.0558;2.06305150491
0.056;2.06349611615
0.0562;2.063940721
0.0564;2.06436887685
0.0566;2.06477845863
0.0568;2.06518803065
0.057;2.06559759163
0.0572;2.06600714028
0.0574;2.06641667534
0.0576;2.06682619551
0.0578;2.06723569952
0.058;2.06764518609
0.0582;2.06805465393
0.0584;2.06846410177
0.0586;2.06887352831
0.0588;2.06928293228
0.059;2.0696923124
0.0592;2.07010166738
0.0594;2.07051099594
0.0596;2.0709202968
0.0598;2.07130671316
0.06;2.07168383886
0.0602;2.07206093345
0.0604;2.07243799563
0.0606;2.07281502414
0.0608;2.07319201768
0.061;2.07356897498
0.0612;2.07394589476
0.0614;2.07432277573
0.0616;2.07469961661
0.0618;2.07507641612
0.062;2.07545317299
0.0622;2.07582988592
0.0624;2.07620655365
0.0626;2.07658317488
0.0628;2.07695974835
0.063;2.07733627277
0.0632;2.0777081212
0.0634;2.07805504243
0.0636;2.0784019112
0.0638;2.07874872622
0.064;2.07909548623
0.0642;2.07944218995
0.0644;2.0797888361
0.0646;2.08013542342
0.0648;2.08048195063
0.065;2.08082841646
0.0652;2.08117481963
0.0654;2.08152115888
0.0656;2.08186743293
0.0658;2.08221364053
0.066;2.08255978039
0.0662;2.08290585126
0.0664;2.08325185186
0.0666;2.08359778093
0.0668;2.0839436372
0.067;2.08426809549
0.0672;2.08458667145
0.0674;2.08490517125
0.0676;2.08522359361
0.0678;2.08554193729
0.068;2.08586020103
0.0682;2.08617838357
0.0684;2.08649648365
0.0686;2.08681450004
0.0688;2.08713243146
0.069;2.08745027668
0.0692;2.08776803444
0.0694;2.0880857035
0.0696;2.0884032826
0.0698;2.0887207705
0.07;2.08903816597
0.0702;2.08935546775
0.0704;2.0896726746
0.0706;2.08998978528
0.0708;2.090292311
0.071;2.0905842467
0.0712;2.09087608295
0.0714;2.0911678185
0.0716;2.09145945212
0.0718;2.0917509826
0.072;2.0920424087
0.0722;2.0923337292
0.0724;2.09262494288
0.0726;2.09291604851
0.0728;2.09320704487
0.073;2.09349793074
0.0732;2.09378870492
0.0734;2.09407936617
0.0736;2.0943699133
0.0738;2.09466034509
0.074;2.09495066032
0.0742;2.0952408578
0.0744;2.09553093631
0.0746;2.09582089465
0.0748;2.09609876628
0.075;2.09636545932
0.0752;2.09663202902
0.0754;2.09689847419
0.0756;2.09716479364
0.0758;2.09743098618
0.076;2.09769705064
0.0762;2.09796298581
0.0764;2.09822879053
0.0766;2.09849446361
0.0768;2.09876000387
0.077;2.09902541014
0.0772;2.09929068124
0.0774;2.099555816
0.0776;2.09982081327
0.0778;2.10008567185
0.078;2.10035039061
0.0782;2.10061496836
0.0784;2.10087940395
0.0786;2.10114369623
0.0788;2.10140784404
0.079;2.10165939894
0.0792;2.10190201672
0.0794;2.10214448704
0.0796;2.10238680875
0.0798;2.10262898072
0.08;2.10287100181
0.0802;2.10311287088
0.0804;2.10335458682
0.0806;2.10359614848
0.0808;2.10383755475
0.081;2.1040788045
0.0812;2.10431989661
0.0814;2.10456082996
0.0816;2.10480160344
0.0818;2.10504221594
0.082;2.10528266635
0.0822;2.10552295356
0.0824;2.10576307647
0.0826;2.10600303398
0.0828;2.10624282499
0.083;2.1064824484
0.0832;2.10672190313
0.0834;2.10694628695
0.0836;2.10716579144
0.0838;2.10738512446
0.084;2.10760428494
0.0842;2.10782327182
0.0844;2.10804208402
0.0846;2.10826072048
0.0848;2.10847918013
0.085;2.10869746191
0.0852;2.10891556476
0.0854;2.10913348764
0.0856;2.10935122948
0.0858;2.10956878925
0.086;2.10978616589
0.0862;2.11000335837
0.0864;2.11022036565
0.0866;2.11043718669
0.0868;2.11065382047
0.087;2.11087026595
0.0872;2.11108652211
0.0874;2.11130258792
0.0876;2.11151846238
0.0878;2.11173374652
0.088;2.11193111338
0.0882;2.11212828637
0.0884;2.11232526448
0.0886;2.11252204671
0.0888;2.11271863207
0.089;2.11291501958
0.0892;2.11311120824
0.0894;2.11330719708
0.0896;2.11350298511
0.0898;2.11369857137
0.09;2.11389395488
0.0902;2.11408913467
0.0904;2.11428410978
0.0906;2.11447887925
0.0908;2.11467344212
0.091;2.11486779744
0.0912;2.11506194427
0.0914;2.11525588165
0.0916;2.11544960864
0.0918;2.11564312431
0.092;2.11583642773
0.0922;2.11602951795
0.0924;2.11622239406
0.0926;2.11640913562
0.0928;2.11658482154
0.093;2.11676029114
0.0932;2.11693554352
0.0934;2.11711057778
0.0936;2.11728539301
0.0938;2.11745998833
0.094;2.11763436284
0.0942;2.11780851566
0.0944;2.11798244591
0.0946;2.1181561527
0.0948;2.11832963517
0.095;2.11850289245
0.0952;2.11867592367
0.0954;2.11884872796
0.0956;2.11902130448
0.0958;2.11919365237
0.096;2.11936577078
0.0962;2.11953765886
0.0964;2.11970931578
0.0966;2.1198807407
0.0968;2.12005193279
0.097;2.12022289121
0.0972;2.12039361516
0.0974;2.1205641038
0.0976;2.12072296469
0.0978;2.12087747056
0.098;2.12103173928
0.0982;2.12118577008
0.0984;2.12133956214
0.0986;2.12149311468
0.0988;2.12164642692
0.099;2.12179949808
0.0992;2.12195232739
0.0994;2.12210491407
0.0996;2.12225725736
0.0998;2.1224093565
0.1;2.12256121073
0.1002;2.12271281929
0.1004;2.12286418146
0.1006;2.12301529647
0.1008;2.12316616359
0.101;2.12331678208
0.1012;2.12346715123
0.1014;2.1236172703
0.1016;2.12376713857
0.1018;2.12391675533
0.102;2.12406611987
0.1022;2.12421523148
0.1024;2.12436408946
0.1026;2.12451058763
0.1028;2.12464457329
0.103;2.12477830388
0.1032;2.12491177872
0.1034;2.12504499712
0.1036;2.12517795844
0.1038;2.12531066199
0.104;2.12544310714
0.1042;2.12557529321
0.1044;2.12570721957
0.1046;2.12583888557
0.1048;2.12597029057
0.105;2.12610143393
0.1052;2.12623231504
0.1054;2.12636293326
0.1056;2.12649328797
0.1058;2.12662337857
0.106;2.12675320443
0.1062;2.12688276497
0.1064;2.12701205957
0.1066;2.12714108765
0.1068;2.12726984862
0.107;2.12739834188
0.1072;2.12752656687
0.1074;2.127654523
0.1076;2.12778220971
0.1078;2.12790962643
0.108;2.1280291809
0.1082;2.12814274807
0.1084;2.12825604427
0.1086;2.12836906894
0.1088;2.12848182157
0.109;2.12859430161
0.1092;2.12870650856
0.1094;2.12881844188
0.1096;2.12893010107
0.1098;2.12904148562
0.11;2.12915259503
0.1102;2.12926342879
0.1104;2.12937398642
0.1106;2.12948426743
0.1108;2.12959427134
0.111;2.12970399767
0.1112;2.12981344594
0.1114;2.1299226157
0.1116;2.13003150649
0.1118;2.13014011784
0.112;2.13024844931
0.1122;2.13035650045
0.1124;2.13046427083
0.1126;2.13057176
0.1128;2.13067896755
0.113;2.13078589304
0.1132;2.13089253606
0.1134;2.1309988962
0.1136;2.13109279774
0.1138;2.13118625448
0.114;2.13127942784
0.1142;2.13137231744
0.1144;2.13146492288
0.1146;2.13155724381
0.1148;2.13164927984
0.115;2.13174103061
0.1152;2.13183249577
0.1154;2.13192367496
0.1156;2.13201456782
0.1158;2.13210517403
0.116;2.13219549323
0.1162;2.13228552511
0.1164;2.13237526933
0.1166;2.13246472557
0.1168;2.13255389351
0.117;2.13264277286
0.1172;2.13273136329
0.1174;2.13281966453
0.1176;2.13290767626
0.1178;2.1329953982
0.118;2.13308283008
0.1182;2.13316997162
0.1184;2.13325682253
0.1186;2.13334338257
0.1188;2.13342965147
0.119;2.13351562897
0.1192;2.13359700386
0.1194;2.13367095639
0.1196;2.13374461753
0.1198;2.13381798707
0.12;2.13389106478
0.1202;2.13396385044
0.1204;2.13403634385
0.1206;2.1341085448
0.1208;2.13418045309
0.121;2.13425206853
0.1212;2.13432339094
0.1214;2.13439442012
0.1216;2.13446515591
0.1218;2.13453559813
0.122;2.13460574662
0.1222;2.13467560122
0.1224;2.13474516177
0.1226;2.13481442814
0.1228;2.13488340017
0.123;2.13495207774
0.1232;2.1350204607
0.1234;2.13508854895
0.1236;2.13515634235
0.1238;2.1352238408
0.124;2.13529104418
0.1242;2.1353579524
0.1244;2.13542456536
0.1246;2.13549088296
0.1248;2.13555690514
0.125;2.1356226318
0.1252;2.13568040973
0.1254;2.13573493047
0.1256;2.13578915628
0.1258;2.1358430871
0.126;2.13589672287
0.1262;2.13595006357
0.1264;2.13600310917
0.1266;2.13605585962
0.1268;2.13610831491
0.127;2.13616047502
0.1272;2.13621233995
0.1274;2.13626390968
0.1276;2.13631518422
0.1278;2.13636616358
0.128;2.13641684776
0.1282;2.13646723679
0.1284;2.13651733069
0.1286;2.13656712949
0.1288;2.13661663322
0.129;2.13666584193
0.1292;2.13671475567
0.1294;2.13676337448
0.1296;2.13681169843
0.1298;2.13685972759
0.13;2.13690746201
0.1302;2.13695490179
0.1304;2.137002047
0.1306;2.13704889772
0.1308;2.13709545407
0.131;2.13714171612
0.1312;2.13718768113
0.1314;2.13722350351
0.1316;2.13725903274
0.1318;2.13729426894
0.132;2.13732921225
0.1322;2.1373638628
0.1324;2.13739822074
0.1326;2.13743228623
0.1328;2.13746605941
0.133;2.13749954045
0.1332;2.13753272952
0.1334;2.13756562679
0.1336;2.13759823244
0.1338;2.13763054666
0.134;2.13766256963
0.1342;2.13769430156
0.1344;2.13772574265
0.1346;2.1377568931
0.1348;2.13778775314
0.135;2.13781832298
0.1352;2.13784860285
0.1354;2.13787859298
0.1356;2.13790829361
0.1358;2.13793770498
0.136;2.13796682735
0.1362;2.13799566096
0.1364;2.13802420609
0.1366;2.13805246299
0.1368;2.13808043194
0.137;2.13810811322
0.1372;2.13813550711
0.1374;2.13816261391
0.1376;2.13818764471
0.1378;2.13820503357
0.138;2.13822213707
0.1382;2.13823895551
0.1384;2.13825548921
0.1386;2.13827173851
0.1388;2.13828770375
0.139;2.13830338525
0.1392;2.13831878337
0.1394;2.13833389847
0.1396;2.13834873089
0.1398;2.13836328099
0.14;2.13837754916
0.1402;2.13839153577
0.1404;2.13840524118
0.1406;2.1384186658
0.1408;2.13843181002
0.141;2.13844467422
0.1412;2.13845725882
0.1414;2.13846956423
0.1416;2.13848159086
0.1418;2.13849333912
0.142;2.13850480946
0.1422;2.13851600229
0.1424;2.13852691806
0.1426;2.13853755722
0.1428;2.1385479202
0.143;2.13855800748
0.1432;2.1385678195
0.1434;2.13857735673
0.1436;2.13858661965
0.1438;2.13859560873
0.144;2.13860432446
0.1442;2.13861032312
0.1444;2.13861000347
0.1446;2.13860941278
0.1448;2.13860855156
0.145;2.13860742032
0.1452;2.1386060196
0.1454;2.13860434991
0.1456;2.13860241179
0.1458;2.13860020577
0.146;2.1385977324
0.1462;2.13859499222
0.1464;2.13859198579
0.1466;2.13858871368
0.1468;2.13858517643
0.147;2.13858137464
0.1472;2.13857730887
0.1474;2.1385729797
0.1476;2.13856838772
0.1478;2.13856353353
0.148;2.13855841773
0.1482;2.13855304091
0.1484;2.13854740369
0.1486;2.13854150669
0.1488;2.13853535052
0.149;2.13852893581
0.1492;2.13852226319
0.1494;2.13851533331
0.1496;2.13850814679
0.1498;2.1385007043
0.15;2.13849300648
0.1502;2.138485054
0.1504;2.13847684752
0.1506;2.1384683877
0.1508;2.13845967523
0.151;2.13844867809
0.1512;2.13843157875
0.1514;2.13841422965
0.1516;2.13839663149
0.1518;2.13837878497
0.152;2.1383606908
0.1522;2.13834234971
0.1524;2.1383237624
0.1526;2.13830492961
0.1528;2.13828585207
0.153;2.13826653052
0.1532;2.13824696569
0.1534;2.13822715834
0.1536;2.13820710922
0.1538;2.13818681908
0.154;2.1381662887
0.1542;2.13814551883
0.1544;2.13812451026
0.1546;2.13810326376
0.1548;2.13808178012
0.155;2.13806006012
0.1552;2.13803810456
0.1554;2.13801591425
0.1556;2.13799348998
0.1558;2.13797083256
0.156;2.13794794282
0.1562;2.13792482157
0.1564;2.13790146964
0.1566;2.13787788786
0.1568;2.13785407707
0.157;2.1378300381
0.1572;2.1378057718
0.1574;2.13778127903
0.1576;2.13775656064
0.1578;2.13773161749
0.158;2.13770581818
0.1582;2.13767310707
0.1584;2.13764017464
0.1586;2.13760702179
0.1588;2.1375736494
0.159;2.13754005836
0.1592;2.13750624957
0.1594;2.13747222394
0.1596;2.13743798237
0.1598;2.13740352578
0.16;2.13736885508
0.1602;2.1373339712
0.1604;2.13729887507
0.1606;2.13726356761
0.1608;2.13722804977
0.161;2.1371923225
0.1612;2.13715638672
0.1614;2.13712024341
0.1616;2.13708389351
0.1618;2.13704733799
0.162;2.13701057781
0.1622;2.13697361395
0.1624;2.13693644738
0.1626;2.13689907908
0.1628;2.13686151004
0.163;2.13682374125
0.1632;2.13678577369
0.1634;2.13674760838
0.1636;2.13670924632
0.1638;2.13667068851
0.164;2.13663193597
0.1642;2.13659298972
0.1644;2.13655385077
0.1646;2.13651452016
0.1648;2.13647499892
0.165;2.13643528808
0.1652;2.13639538869
0.1654;2.13635017316
0.1656;2.13630310166
0.1658;2.13625584557
0.166;2.13620840596
0.1662;2.13616078389
0.1664;2.13611298043
0.1666;2.13606499666
0.1668;2.13601683364
0.167;2.13596849247
0.1672;2.13591997424
0.1674;2.13587128003
0.1676;2.13582241093
0.1678;2.13577336806
0.168;2.13572415251
0.1682;2.1356747654
0.1684;2.13562520783
0.1686;2.13557548092
0.1688;2.1355255858
0.169;2.13547552358
0.1692;2.13542529541
0.1694;2.13537490242
0.1696;2.13532434573
0.1698;2.1352736265
0.17;2.13522274588
0.1702;2.13517170501
0.1704;2.13512050504
0.1706;2.13506914714
0.1708;2.13501763247
0.171;2.1349659622
0.1712;2.1349141375
0.1714;2.13486215954
0.1716;2.13481002951
0.1718;2.13475774858
0.172;2.13470531794
0.1722;2.13465273879
0.1724;2.13460001232
0.1726;2.13454713972
0.1728;2.13449259037
0.173;2.13443311577
0.1732;2.13437349946
0.1734;2.13431374266
0.1736;2.13425384659
0.1738;2.13419381248
0.174;2.13413364155
0.1742;2.13407333503
0.1744;2.13401289415
0.1746;2.13395232017
0.1748;2.13389161431
0.175;2.13383077783
0.1752;2.13376981196
0.1754;2.13370871798
0.1756;2.13364749713
0.1758;2.13358615067
0.176;2.13352467987
0.1762;2.13346308599
0.1764;2.13340137031
0.1766;2.13333953411
0.1768;2.13327757865
0.177;2.13321550522
0.1772;2.13315331511
0.1774;2.1330910096
0.1776;2.13302858999
0.1778;2.13296605758
0.178;2.13290341366
0.1782;2.13284065953
0.1784;2.1327777965
0.1786;2.13271482588
0.1788;2.13265174898
0.179;2.13258856712
0.1792;2.13252528162
0.1794;2.13246189379
0.1796;2.13239840497
0.1798;2.13233481648
0.18;2.13227112966
0.1802;2.13220734584
0.1804;2.13214346636
0.1806;2.13207637321
0.1808;2.13200644412
0.181;2.13193642416
0.1812;2.13186631469
0.1814;2.13179611707
0.1816;2.13172583265
0.1818;2.13165546279
0.182;2.13158500886
0.1822;2.13151447222
0.1824;2.13144385424
0.1826;2.1313731563
0.1828;2.13130237977
0.183;2.13123152603
0.1832;2.13116059646
0.1834;2.13108959244
0.1836;2.13101851537
0.1838;2.13094736663
0.184;2.13087614761
0.1842;2.13080485971
0.1844;2.13073350433
0.1846;2.13066208287
0.1848;2.13059059673
0.185;2.13051904732
0.1852;2.13044743605
0.1854;2.13037576433
0.1856;2.13030403357
0.1858;2.13023224518
0.186;2.1301604006
0.1862;2.13008850124
0.1864;2.13001654853
0.1866;2.12994454389
0.1868;2.12987248875
0.187;2.12980038454
0.1872;2.12972823271
0.1874;2.12965603468
0.1876;2.12958379189
0.1878;2.12951150579
0.188;2.12943917782
0.1882;2.12936680943
0.1884;2.12929440206
0.1886;2.12921867185
0.1888;2.12914074767
0.189;2.12906278959
0.1892;2.12898479908
0.1894;2.12890677759
0.1896;2.12882872659
0.1898;2.12875064754
0.19;2.12867254192
0.1902;2.12859441118
0.1904;2.12851625679
0.1906;2.12843808024
0.1908;2.128359883
0.191;2.12828166654
0.1912;2.12820343233
0.1914;2.12812518188
0.1916;2.12804691664
0.1918;2.12796863812
0.192;2.1278903478
0.1922;2.12781204715
0.1924;2.12773373769
0.1926;2.12765542089
0.1928;2.12757709826
0.193;2.12749877128
0.1932;2.12742044146
0.1934;2.12734211029
0.1936;2.12726377927
0.1938;2.12718544992
0.194;2.12710712373
0.1942;2.1270288022
0.1944;2.12695048686
0.1946;2.1268721792
0.1948;2.12679388073
0.195;2.12671559298
0.1952;2.12663731745
0.1954;2.12655905565
0.1956;2.12648080912
0.1958;2.12640257935
0.196;2.12632436788
0.1962;2.12624617623
0.1964;2.12616800591
0.1966;2.12608985846
0.1968;2.12600952256
0.197;2.12592637162
0.1972;2.1258432488
0.1974;2.12576015562
0.1976;2.12567709362
0.1978;2.12559406431
0.198;2.12551106925
0.1982;2.12542810996
0.1984;2.12534518798
0.1986;2.12526230483
0.1988;2.12517946207
0.199;2.12509666123
0.1992;2.12501390384
0.1994;2.12493119146
0.1996;2.12484852561
0.1998;2.12476590785
0.2;2.12468333971
0.2002;2.12460082275
0.2004;2.12451835849
0.2006;2.12443594851
0.2008;2.12435359432
0.201;2.1242712975
0.2012;2.12418905958
0.2014;2.12410688212
0.2016;2.12402476666
0.2018;2.12394271476
0.202;2.12386072797
0.2022;2.12377880784
0.2024;2.12369695592
0.2026;2.12361517377
0.2028;2.12353346294
0.203;2.12345182498
0.2032;2.12337026146
0.2034;2.12328877393
0.2036;2.12320736394
0.2038;2.12312603306
0.204;2.12304478284
0.2042;2.12296361483
0.2044;2.1228825306
0.2046;2.1228015317
0.2048;2.12272061971
0.205;2.12263979616
0.2052;2.1225589882
0.2054;2.12247365436
0.2056;2.12238841426
0.2058;2.12230326946
0.206;2.12221822154
0.2062;2.12213327205
0.2064;2.12204842254
0.2066;2.12196367459
0.2068;2.12187902975
0.207;2.12179448958
0.2072;2.12171005564
0.2074;2.12162572951
0.2076;2.12154151273
0.2078;2.12145740687
0.208;2.12137341348
0.2082;2.12128953414
0.2084;2.12120577041
0.2086;2.12112212384
0.2088;2.12103859599
0.209;2.12095518843
0.2092;2.12087190271
0.2094;2.12078874041
0.2096;2.12070570307
0.2098;2.12062279226
0.21;2.12054000954
0.2102;2.12045735646
0.2104;2.1203748346
0.2106;2.1202924455
0.2108;2.12021019072
0.211;2.12012807183
0.2112;2.12004609038
0.2114;2.11996424793
0.2116;2.11988254603
0.2118;2.11980098624
0.212;2.11971957013
0.2122;2.11963829924
0.2124;2.11955717512
0.2126;2.11947619934
0.2128;2.11939537345
0.213;2.11931469899
0.2132;2.11923417753
0.2134;2.11915381062
0.2136;2.11907359979
0.2138;2.11899354662
0.214;2.11891226547
0.2142;2.11882817716
0.2144;2.1187442517
0.2146;2.11866049061
0.2148;2.11857689546
0.215;2.11849346778
0.2152;2.11841020912
0.2154;2.11832712103
0.2156;2.11824420503
0.2158;2.11816146268
0.216;2.11807889551
0.2162;2.11799650507
0.2164;2.11791429288
0.2166;2.11783226049
0.2168;2.11775040944
0.217;2.11766874125
0.2172;2.11758725746
0.2174;2.11750595961
0.2176;2.11742484922
0.2178;2.11734392782
0.218;2.11726319695
0.2182;2.11718265813
0.2184;2.11710231288
0.2186;2.11702216274
0.2188;2.11694220921
0.219;2.11686245384
0.2192;2.11678289813
0.2194;2.11670354361
0.2196;2.11662439179
0.2198;2.11654544419
0.22;2.11646670233
0.2202;2.11638816772
0.2204;2.11630984187
0.2206;2.11623172629
0.2208;2.11615382249
0.221;2.11607613198
0.2212;2.11599865626
0.2214;2.11592139684
0.2216;2.11584435522
0.2218;2.1157675329
0.222;2.11569093138
0.2222;2.11561455216
0.2224;2.11553839673
0.2226;2.11546246659
0.2228;2.11538676322
0.223;2.11530996797
0.2232;2.11523068039
0.2234;2.11515162454
0.2236;2.11507280188
0.2238;2.1149942139
0.224;2.11491586207
0.2242;2.11483774789
0.2244;2.11475987281
0.2246;2.11468223832
0.2248;2.11460484588
0.225;2.11452769697
0.2252;2.11445079305
0.2254;2.11437413558
0.2256;2.11429772604
0.2258;2.11422156587
0.226;2.11414565655
0.2262;2.11406999951
0.2264;2.11399459623
0.2266;2.11391944815
0.2268;2.11384455671
0.227;2.11376992338
0.2272;2.11369554958
0.2274;2.11362143677
0.2276;2.11354758638
0.2278;2.11347399986
0.228;2.11340067863
0.2282;2.11332762413
0.2284;2.1132548378
0.2286;2.11318232105
0.2288;2.11311007532
0.229;2.11303810203
0.2292;2.11296640259
0.2294;2.11289497843
0.2296;2.11282383096
0.2298;2.11275296159
0.23;2.11268237174
0.2302;2.11261206281
0.2304;2.1125420362
0.2306;2.11247229332
0.2308;2.11240283557
0.231;2.11233366434
0.2312;2.11226478103
0.2314;2.11219618703
0.2316;2.11212788372
0.2318;2.1120598725
0.232;2.11199215473
0.2322;2.11192465327
0.2324;2.11185377485
0.2326;2.11178319441
0.2328;2.11171291334
0.233;2.11164293299
0.2332;2.11157325473
0.2334;2.11150387992
0.2336;2.11143480991
0.2338;2.11136604607
0.234;2.11129758973
0.2342;2.11122944225
0.2344;2.11116160498
0.2346;2.11109407925
0.2348;2.1110268664
0.235;2.11095996777
0.2352;2.1108933847
0.2354;2.1108271185
0.2356;2.11076117051
0.2358;2.11069554204
0.236;2.11063023442
0.2362;2.11056524897
0.2364;2.11050058699
0.2366;2.11043624979
